Rodada;Data;Horário;Time da casa;Time da casa.1;Time visitante;Time visitante.1;Sistema de jogo;Treinadores;Público;Resultado;Unnamed: 11;Unnamed: 12;REF_GESTAO
32;qua 29/10/08;18:50;;Botafogo (6.);;São Paulo (2.);3-5-2;Muricy Ramalho;12.356;1:2;;;Juvenal Juvêncio (2006-2014)
33;dom 02/11/08;16:10;;São Paulo (2.);;Internacional (8.);3-5-2;Muricy Ramalho;;3:0;;;Juvenal Juvêncio (2006-2014)
34;sáb 08/11/08;15:30;;Portuguesa (16.);;São Paulo (1.);4-4-2;Muricy Ramalho;;2:3;;;Juvenal Juvêncio (2006-2014)
35;dom 16/11/08;14:00;;São Paulo (1.);;Figueirense (19.);3-5-2;Muricy Ramalho;;3:1;;;Juvenal Juvêncio (2006-2014)
36;dom 23/11/08;14:00;;Vasco da Gama (17.);;São Paulo (1.);3-5-2;Muricy Ramalho;;1:2;;;Juvenal Juvêncio (2006-2014)
37;dom 30/11/08;14:00;;São Paulo (1.);;Fluminense (13.);3-5-2;Muricy Ramalho;66.888;1:1;;;Juvenal Juvêncio (2006-2014)
38;dom 07/12/08;14:00;;Goiás (7.);;São Paulo (1.);4-4-2;Muricy Ramalho;;0:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
1;qua 21/01/09;21:30;;São Paulo;;Ituano;?;Muricy Ramalho;;1:1;;;Juvenal Juvêncio (2006-2014)
2;dom 25/01/09;19:00;;Portuguesa;;São Paulo;?;Muricy Ramalho;;0:2;;;Juvenal Juvêncio (2006-2014)
3;qui 29/01/09;00:00;;Guarani;;São Paulo;?;Muricy Ramalho;;0:2;;;Juvenal Juvêncio (2006-2014)
4;dom 01/02/09;19:00;;São Paulo;;Santo André;?;Muricy Ramalho;;0:2;;;Juvenal Juvêncio (2006-2014)
5;qui 05/02/09;00:00;;São Paulo;;Bragantino;?;Muricy Ramalho;;2:1;;;Juvenal Juvêncio (2006-2014)
6;dom 08/02/09;19:00;;Botafogo-SP;;São Paulo;?;Muricy Ramalho;;1:2;;;Juvenal Juvêncio (2006-2014)
7;qui 12/02/09;23:45;;São Paulo;;Ponte Preta;?;Muricy Ramalho;;2:1;;;Juvenal Juvêncio (2006-2014)
8;sáb 14/02/09;18:00;;São Paulo;;Corinthians;?;Muricy Ramalho;;1:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 4;qua 18/02/09;20:50;;São Paulo;;Indep. Medellín;3-5-2;Muricy Ramalho;30.375;1:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
9;sáb 21/02/09;19:30;;Barueri;;São Paulo;?;Muricy Ramalho;;1:3;;;Juvenal Juvêncio (2006-2014)
10;qui 26/02/09;22:45;;São Paulo;;Oeste;?;Muricy Ramalho;;3:0;;;Juvenal Juvêncio (2006-2014)
11;dom 01/03/09;17:00;;Santos;;São Paulo;?;Muricy Ramalho;;1:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 4;qui 05/03/09;23:30;;CD América;;São Paulo;3-5-2;Muricy Ramalho;;1:3;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
12;dom 08/03/09;20:10;;Mogi Mirim;;São Paulo;?;Muricy Ramalho;;2:0;;;Juvenal Juvêncio (2006-2014)
13;qui 12/03/09;22:45;;São Paulo;;Mirassol;?;Muricy Ramalho;;5:0;;;Juvenal Juvêncio (2006-2014)
14;dom 15/03/09;19:10;;São Paulo;;Marília;?;Muricy Ramalho;;2:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 4;qua 18/03/09;21:50;;Defensor SC;;São Paulo;3-5-2;Muricy Ramalho;20.549;0:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
15;dom 22/03/09;17:00;;Paulista;;São Paulo;?;Muricy Ramalho;;1:1;;;Juvenal Juvêncio (2006-2014)
16;qua 25/03/09;22:50;;Noroeste;;São Paulo;?;Muricy Ramalho;;1:2;;;Juvenal Juvêncio (2006-2014)
17;sáb 28/03/09;17:00;;São Paulo;;Palmeiras;?;Muricy Ramalho;;1:0;;;Juvenal Juvêncio (2006-2014)
18;qui 02/04/09;15:45;;São Paulo;;Guaratinguetá;?;Muricy Ramalho;;2:1;;;Juvenal Juvêncio (2006-2014)
19;dom 05/04/09;16:00;;São Caetano;;São Paulo;?;Muricy Ramalho;;2:2;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 4;qui 09/04/09;18:15;;São Paulo;;Defensor SC;4-4-2;Muricy Ramalho;47.205;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Juvenal Juvêncio (2006-2014)
Semifinais - Jogos de ida;dom 12/04/09;16:00;;Corinthians;;São Paulo;?;Muricy Ramalho;;2:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 4;qua 15/04/09;20:50;;Indep. Medellín;;São Paulo;3-5-2;Muricy Ramalho;;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Juvenal Juvêncio (2006-2014)
semifinais - Jogos de volta;dom 19/04/09;16:00;;São Paulo;;Corinthians;?;Muricy Ramalho;;0:2;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 4;qua 22/04/09;20:50;;São Paulo;;CD América;4-4-2 losango;Muricy Ramalho;23.221;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
1;dom 10/05/09;11:00;;Fluminense (16.);;São Paulo (3.);4-4-2;Muricy Ramalho;14.547;1:0;;;Juvenal Juvêncio (2006-2014)
2;dom 17/05/09;11:00;;São Paulo (17.);;Atlético-PR (20.);4-4-2;Muricy Ramalho;11.554;2:2;;;Juvenal Juvêncio (2006-2014)
3;dom 24/05/09;11:00;;Palmeiras (8.);;São Paulo (14.);4-4-2;Muricy Ramalho;12.023;0:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Quartas de final - Jogos de ida;qua 27/05/09;21:50;;Cruzeiro;;São Paulo;4-4-2;Muricy Ramalho;52.906;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
4;dom 31/05/09;11:00;;São Paulo (15.);;Cruzeiro (4.);3-5-2;Muricy Ramalho;51.800;3:0;;;Juvenal Juvêncio (2006-2014)
5;dom 07/06/09;11:10;;Avaí (15.);;São Paulo (8.);4-4-2;Muricy Ramalho;12.553;0:0;;;Juvenal Juvêncio (2006-2014)
6;sáb 13/06/09;13:30;;São Paulo (12.);;Santo André (14.);4-4-2;Muricy Ramalho;8.995;1:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
quartas de final - Jogos de volta;qui 18/06/09;22:00;;São Paulo;;Cruzeiro;3-5-2;Muricy Ramalho;52.809;0:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
7;dom 21/06/09;13:30;;Corinthians (8.);;São Paulo (12.);3-5-2;Ricardo Gomes;15.371;3:1;;;Juvenal Juvêncio (2006-2014)
8;sáb 27/06/09;11:10;;São Paulo (16.);;Náutico (12.);4-4-2;Ricardo Gomes;7.977;2:0;;;Juvenal Juvêncio (2006-2014)
9;dom 05/07/09;11:00;;Coritiba (18.);;São Paulo (11.);4-4-2;Ricardo Gomes;21.704;2:0;;;Juvenal Juvêncio (2006-2014)
10;dom 12/07/09;11:00;;São Paulo (14.);;Flamengo (6.);4-4-2;Ricardo Gomes;21.648;2:2;;;Juvenal Juvêncio (2006-2014)
11;qui 16/07/09;16:50;;Atlético-MG (1.);;São Paulo (14.);4-4-2;Ricardo Gomes;54.214;2:0;;;Juvenal Juvêncio (2006-2014)
12;dom 19/07/09;11:00;;São Paulo (16.);;Santos (11.);3-5-2;Ricardo Gomes;10.913;2:1;;;Juvenal Juvêncio (2006-2014)
13;qua 22/07/09;16:50;;Internacional (3.);;São Paulo (12.);3-5-2;Ricardo Gomes;16.974;2:2;;;Juvenal Juvêncio (2006-2014)
14;dom 26/07/09;13:30;;Barueri (5.);;São Paulo (14.);4-4-2;Ricardo Gomes;6.754;1:2;;;Juvenal Juvêncio (2006-2014)
15;qui 30/07/09;16:00;;São Paulo (11.);;Grêmio (8.);?;Ricardo Gomes;13.323;2:1;;;Juvenal Juvêncio (2006-2014)
16;dom 02/08/09;11:00;;Vitória (5.);;São Paulo (11.);4-4-2;Ricardo Gomes;17.519;0:1;;;Juvenal Juvêncio (2006-2014)
17;qua 05/08/09;16:00;;São Paulo (8.);;Botafogo (13.);3-5-2;Ricardo Gomes;19.182;3:1;;;Juvenal Juvêncio (2006-2014)
18;dom 09/08/09;13:30;;São Paulo (5.);;Goiás (2.);3-5-2;Ricardo Gomes;28.200;3:1;;;Juvenal Juvêncio (2006-2014)
19;dom 16/08/09;11:00;;Sport (20.);;São Paulo (5.);3-5-2;Ricardo Gomes;23.342;1:2;;;Juvenal Juvêncio (2006-2014)
20;qua 19/08/09;16:50;;São Paulo (4.);;Fluminense (19.);4-4-2;Ricardo Gomes;22.072;1:0;;;Juvenal Juvêncio (2006-2014)
21;dom 23/08/09;11:00;;Atlético-PR (14.);;São Paulo (3.);3-5-2;Ricardo Gomes;22.999;1:0;;;Juvenal Juvêncio (2006-2014)
22;dom 30/08/09;11:00;;São Paulo (4.);;Palmeiras (1.);3-5-2;Ricardo Gomes;41.083;0:0;;;Juvenal Juvêncio (2006-2014)
23;dom 06/09/09;11:00;;Cruzeiro (13.);;São Paulo (4.);3-5-2;Ricardo Gomes;28.303;1:2;;;Juvenal Juvêncio (2006-2014)
24;sáb 12/09/09;13:30;;São Paulo (3.);;Avaí (7.);4-4-2;Ricardo Gomes;29.498;2:0;;;Juvenal Juvêncio (2006-2014)
25;dom 20/09/09;11:00;;Santo André (17.);;São Paulo (3.);3-5-2;Ricardo Gomes;19.762;1:1;;;Juvenal Juvêncio (2006-2014)
26;dom 27/09/09;11:00;;São Paulo (2.);;Corinthians (9.);3-5-2;Ricardo Gomes;32.180;1:1;;;Juvenal Juvêncio (2006-2014)
27;qua 30/09/09;16:50;;Náutico (16.);;São Paulo (3.);3-5-2;Ricardo Gomes;16.027;1:2;;;Juvenal Juvêncio (2006-2014)
28;qua 07/10/09;16:00;;São Paulo (2.);;Coritiba (15.);4-4-2;Ricardo Gomes;16.602;2:2;;;Juvenal Juvêncio (2006-2014)
29;sáb 10/10/09;11:10;;Flamengo (6.);;São Paulo (2.);4-4-2;Ricardo Gomes;57.210;2:1;;;Juvenal Juvêncio (2006-2014)
30;sáb 17/10/09;13:30;;São Paulo (2.);;Atlético-MG (4.);4-4-2;Ricardo Gomes;25.947;0:1;;;Juvenal Juvêncio (2006-2014)
31;dom 25/10/09;13:00;;Santos (13.);;São Paulo (4.);3-5-2;Ricardo Gomes;8.735;3:4;;;Juvenal Juvêncio (2006-2014)
32;qua 28/10/09;18:50;;São Paulo (4.);;Internacional (3.);4-4-2;Ricardo Gomes;34.203;1:0;;;Juvenal Juvêncio (2006-2014)
33;sáb 31/10/09;15:30;;São Paulo (2.);;Barueri (11.);3-5-2;Ricardo Gomes;39.636;1:0;;;Juvenal Juvêncio (2006-2014)
34;qua 04/11/09;18:50;;Grêmio (7.);;São Paulo (2.);3-5-2;Ricardo Gomes;11.870;1:1;;;Juvenal Juvêncio (2006-2014)
35;sáb 14/11/09;16:30;;São Paulo (1.);;Vitória (13.);4-4-2;Ricardo Gomes;53.204;2:0;;;Juvenal Juvêncio (2006-2014)
36;dom 22/11/09;14:00;;Botafogo (16.);;São Paulo (1.);3-5-2;Ricardo Gomes;26.513;3:2;;;Juvenal Juvêncio (2006-2014)
37;dom 29/11/09;14:00;;Goiás (9.);;São Paulo (1.);3-5-2;Ricardo Gomes;28.574;4:2;;;Juvenal Juvêncio (2006-2014)
38;dom 06/12/09;14:00;;São Paulo (4.);;Sport (20.);3-5-2;Ricardo Gomes;30.937;4:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
1;dom 17/01/10;19:00;;São Paulo;;Portuguesa;?;Ricardo Gomes;18.074;1:3;;;Juvenal Juvêncio (2006-2014)
2;qua 20/01/10;23:50;;Mirassol;;São Paulo;?;Ricardo Gomes;;1:1;;;Juvenal Juvêncio (2006-2014)
3;sáb 23/01/10;21:30;;São Paulo;;Rio Claro;?;Ricardo Gomes;8.384;3:0;;;Juvenal Juvêncio (2006-2014)
4;qui 28/01/10;19:00;;São Paulo;;Paulista;?;Ricardo Gomes;;3:0;;;Juvenal Juvêncio (2006-2014)
5;dom 31/01/10;21:30;;Sertãozinho;;São Paulo;?;Ricardo Gomes;;2:2;;;Juvenal Juvêncio (2006-2014)
6;qua 03/02/10;23:50;;São Paulo;;São Caetano;?;Ricardo Gomes;;3:0;;;Juvenal Juvêncio (2006-2014)
7;dom 07/02/10;19:00;;São Paulo;;Santos;?;Ricardo Gomes;;1:2;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 2;qua 10/02/10;21:50;;São Paulo;;Monterrey;3-5-2;Ricardo Gomes;35.523;2:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
8;sáb 13/02/10;18:00;;Ituano;;São Paulo;?;Ricardo Gomes;;0:1;;;Juvenal Juvêncio (2006-2014)
9;qui 18/02/10;23:50;;São Paulo;;Barueri;?;Ricardo Gomes;5.945;3:1;;;Juvenal Juvêncio (2006-2014)
10;dom 21/02/10;18:00;;Palmeiras;;São Paulo;?;Ricardo Gomes;;2:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 2;qui 25/02/10;20:10;;Once Caldas;;São Paulo;4-4-2;Ricardo Gomes;;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
11;dom 28/02/10;18:00;;São Paulo;;Monte Azul;?;Ricardo Gomes;;5:1;;;Juvenal Juvêncio (2006-2014)
12;qua 03/03/10;22:50;;Oeste;;São Paulo;?;Ricardo Gomes;;0:0;;;Juvenal Juvêncio (2006-2014)
13;dom 07/03/10;20:30;;Ponte Preta;;São Paulo;?;Ricardo Gomes;;0:2;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 2;qui 11/03/10;19:00;;Nacional;;São Paulo;4-4-2;Ricardo Gomes;700;0:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
14;dom 14/03/10;18:00;;São Paulo;;Rio Branco-SP;?;Ricardo Gomes;;2:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 2;qui 18/03/10;21:30;;São Paulo;;Nacional;4-4-2;Ricardo Gomes;34.411;3:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
15;dom 21/03/10;18:00;;São Paulo;;Mogi Mirim;?;Ricardo Gomes;;3:0;;;Juvenal Juvêncio (2006-2014)
16;qua 24/03/10;22:50;;Bragantino;;São Paulo;?;Ricardo Gomes;;1:0;;;Juvenal Juvêncio (2006-2014)
17;dom 28/03/10;16:00;;Corinthians;;São Paulo;?;Ricardo Gomes;;4:3;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 2;qua 31/03/10;21:50;;Monterrey;;São Paulo;4-4-2;Ricardo Gomes;;0:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
18;dom 04/04/10;16:00;;São Paulo;;Botafogo-SP;?;Ricardo Gomes;;5:0;;;Juvenal Juvêncio (2006-2014)
19;qua 07/04/10;21:50;;Santo André;;São Paulo;?;Ricardo Gomes;;1:3;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Juvenal Juvêncio (2006-2014)
Semifinais - Jogos de ida;dom 11/04/10;16:00;;São Paulo;;Santos;?;Ricardo Gomes;35.695;2:3;;;Juvenal Juvêncio (2006-2014)
semifinais - Jogos de volta;dom 18/04/10;16:00;;Santos;;São Paulo;?;Ricardo Gomes;13.785;3:0;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Grupo 2;qua 21/04/10;21:50;;São Paulo;;Once Caldas;4-4-2;Ricardo Gomes;50.461;1:0;;;Juvenal Juvêncio (2006-2014)
Oitavas de final - Jogos de ida;qua 28/04/10;19:30;;Universitario;;São Paulo;4-4-2;Ricardo Gomes;;0:0;;;Juvenal Juvêncio (2006-2014)
Oitavas de final - Jogos de volta;ter 04/05/10;19:30;;São Paulo;;Universitario;4-4-2 duplo 6;Ricardo Gomes;43.838;3:1 pen.;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
1;dom 09/05/10;11:00;;Flamengo (14.);;São Paulo (9.);4-4-2;Ricardo Gomes;11.195;1:1;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
Quartas de final - Jogos de ida;qua 12/05/10;21:50;;Cruzeiro;;São Paulo;4-4-2 losango;Ricardo Gomes;48.602;0:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
2;dom 16/05/10;11:00;;São Paulo (10.);;Botafogo (9.);3-5-2;Ricardo Gomes;11.622;1:2;;;Juvenal Juvêncio (2006-2014)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Juvenal Juvêncio (2006-2014)
quartas de final - Jogos de volta;qua 19/05/10;21:50;;São Paulo;;Cruzeiro;3-5-2;Ricardo Gomes;52.196;2:0;;;Juvenal Juvêncio (2006-2014)
