Rodada;Data;Horário;Time da casa;Time da casa.1;Time visitante;Time visitante.1;Sistema de jogo;Treinadores;Público;Resultado;Unnamed: 11;Unnamed: 12;REF_GESTAO
11;sáb 16/03/19;16:30;;São Paulo;;Palmeiras;?;Vagner Mancini;;0:1;;;Leco (2015-2020)
12;qua 20/03/19;21:30;;São Caetano;;São Paulo;?;Vagner Mancini;;1:1;;;Leco (2015-2020)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Leco (2015-2020)
Quartas de final - Jogos de ida;dom 24/03/19;17:00;;São Paulo;;Ituano;?;Vagner Mancini;;2:1;;;Leco (2015-2020)
quartas de final - Jogos de volta;qua 27/03/19;20:15;;Ituano;;São Paulo;?;Vagner Mancini;;0:1;;;Leco (2015-2020)
Semifinais - Jogos de ida;dom 31/03/19;18:00;;São Paulo;;Palmeiras;?;Vagner Mancini;;0:0;;;Leco (2015-2020)
semifinais - Jogos de volta;dom 07/04/19;16:00;;Palmeiras;;São Paulo;?;Vagner Mancini;;4:5 pen.;;;Leco (2015-2020)
final - jogo de ida;dom 14/04/19;16:00;;São Paulo;;Corinthians;?;Vagner Mancini;;0:0;;;Leco (2015-2020)
final - jogo de volta;dom 21/04/19;16:00;;Corinthians;;São Paulo;?;Vagner Mancini;;2:1;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
1;sáb 27/04/19;16:00;;São Paulo (6.);;Botafogo (15.);4-3-3 defensivo;Cuca;26.533;2:0;;;Leco (2015-2020)
2;qua 01/05/19;21:30;;Goiás (10.);;São Paulo (5.);4-3-3 defensivo;Cuca;29.644;1:2;;;Leco (2015-2020)
3;dom 05/05/19;16:00;;São Paulo (1.);;Flamengo (7.);4-3-3 defensivo;Cuca;38.749;1:1;;;Leco (2015-2020)
4;dom 12/05/19;19:00;;Fortaleza (16.);;São Paulo (3.);4-3-3 defensivo;Cuca;40.877;0:1;;;Leco (2015-2020)
5;dom 19/05/19;11:00;;São Paulo (3.);;Bahia (8.);4-3-3 defensivo;Cuca;44.640;0:0;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
Oitavas de final - Jogos de ida;qua 22/05/19;20:30;;São Paulo;;Bahia;?;Cuca;19.508;0:1;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
6;dom 26/05/19;19:00;;Corinthians (8.);;São Paulo (3.);4-3-3 defensivo;Cuca;39.670;1:0;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
Oitavas de final - Jogos de volta;qua 29/05/19;20:30;;Bahia;;São Paulo;?;Cuca;36.016;1:0;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
7;dom 02/06/19;16:00;;São Paulo (4.);;Cruzeiro (16.);4-3-1-2;Cuca;8.517;1:1;;;Leco (2015-2020)
8;sáb 08/06/19;21:00;;Avaí (19.);;São Paulo (9.);4-3-3 defensivo;Cuca;8.084;0:0;;;Leco (2015-2020)
9;qui 13/06/19;20:00;;Atlético-MG (3.);;São Paulo (9.);4-3-3 defensivo;Cuca;19.761;1:1;;;Leco (2015-2020)
10;sáb 13/07/19;19:00;;São Paulo (10.);;Palmeiras (1.);4-3-3 defensivo;Cuca;38.267;1:1;;;Leco (2015-2020)
11;seg 22/07/19;20:00;;São Paulo (9.);;Chapecoense (18.);4-3-3 defensivo;Cuca;35.558;4:0;;;Leco (2015-2020)
12;sáb 27/07/19;19:00;;Fluminense (17.);;São Paulo (6.);4-3-3 defensivo;Cuca;21.741;1:2;;;Leco (2015-2020)
14;sáb 10/08/19;17:00;;São Paulo (5.);;Santos (1.);4-3-3 defensivo;Cuca;47.277;3:2;;;Leco (2015-2020)
15;dom 18/08/19;16:00;;São Paulo (5.);;Ceará (9.);4-3-3 defensivo;Cuca;47.775;1:0;;;Leco (2015-2020)
13;qua 21/08/19;19:15;;Athletico-PR (8.);;São Paulo (6.);4-2-3-1;Cuca;21.526;0:1;;;Leco (2015-2020)
16;dom 25/08/19;16:00;;Vasco da Gama (15.);;São Paulo (4.);4-3-3 defensivo;Cuca;20.404;2:0;;;Leco (2015-2020)
17;sáb 31/08/19;11:00;;São Paulo (4.);;Grêmio (12.);4-3-3 defensivo;Cuca;46.997;0:0;;;Leco (2015-2020)
18;sáb 07/09/19;19:00;;Internacional (6.);;São Paulo (5.);4-2-3-1;Cuca;16.048;1:0;;;Leco (2015-2020)
19;dom 15/09/19;19:00;;São Paulo (5.);;CSA (18.);4-3-3 defensivo;Cuca;29.779;1:1;;;Leco (2015-2020)
20;sáb 21/09/19;11:00;;Botafogo (10.);;São Paulo (6.);4-2-3-1;Cuca;18.471;1:2;;;Leco (2015-2020)
21;qua 25/09/19;21:30;;São Paulo (6.);;Goiás (12.);4-3-3 defensivo;Cuca;12.505;0:1;;;Leco (2015-2020)
22;sáb 28/09/19;19:00;;Flamengo (1.);;São Paulo (6.);4-2-3-1;Fernando Diniz;67.051;0:0;;;Leco (2015-2020)
23;sáb 05/10/19;17:00;;São Paulo (7.);;Fortaleza (14.);4-3-1-2;Fernando Diniz;34.962;2:1;;;Leco (2015-2020)
24;qua 09/10/19;21:00;;Bahia (7.);;São Paulo (5.);4-3-1-2;Fernando Diniz;32.021;0:0;;;Leco (2015-2020)
25;dom 13/10/19;18:00;;São Paulo (5.);;Corinthians (4.);4-3-2-1;Fernando Diniz;37.561;1:0;;;Leco (2015-2020)
26;qua 16/10/19;21:00;;Cruzeiro (18.);;São Paulo (5.);4-2-3-1;Fernando Diniz;30.969;1:0;;;Leco (2015-2020)
27;dom 20/10/19;16:00;;São Paulo (5.);;Avaí (19.);4-2-3-1;Fernando Diniz;20.763;1:0;;;Leco (2015-2020)
28;dom 27/10/19;16:00;;São Paulo (4.);;Atlético-MG (12.);4-1-4-1;Fernando Diniz;18.815;2:0;;;Leco (2015-2020)
29;qua 30/10/19;19:30;;Palmeiras (2.);;São Paulo (4.);4-1-4-1;Fernando Diniz;29.481;3:0;;;Leco (2015-2020)
30;sáb 02/11/19;21:00;;Chapecoense (19.);;São Paulo (4.);4-2-3-1;Fernando Diniz;9.533;0:3;;;Leco (2015-2020)
31;qua 06/11/19;20:00;;São Paulo (4.);;Fluminense (17.);4-3-3 ofensivo;Fernando Diniz;17.650;0:2;;;Leco (2015-2020)
32;sáb 09/11/19;20:00;;São Paulo (5.);;Athletico-PR (7.);4-1-4-1;Fernando Diniz;13.795;0:1;;;Leco (2015-2020)
33;sáb 16/11/19;17:00;;Santos (3.);;São Paulo (5.);4-2-3-1;Fernando Diniz;14.062;1:1;;;Leco (2015-2020)
34;dom 24/11/19;19:00;;Ceará (15.);;São Paulo (6.);4-2-3-1;Fernando Diniz;29.001;1:1;;;Leco (2015-2020)
35;qua 27/11/19;20:00;;São Paulo (6.);;Vasco da Gama (11.);4-1-4-1;Fernando Diniz;11.970;1:0;;;Leco (2015-2020)
36;sáb 30/11/19;20:00;;Grêmio (4.);;São Paulo (6.);4-1-4-1;Fernando Diniz;24.464;3:0;;;Leco (2015-2020)
37;ter 03/12/19;20:00;;São Paulo (6.);;Internacional (7.);4-1-4-1;Fernando Diniz;30.822;2:1;;;Leco (2015-2020)
38;dom 08/12/19;16:00;;CSA (18.);;São Paulo (6.);4-3-3 ofensivo;Fernando Diniz;9.498;1:2;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
1;qua 22/01/20;21:30;;São Paulo;;Água Santa;4-2-3-1;Fernando Diniz;;2:0;;;Leco (2015-2020)
2;dom 26/01/20;16:00;;Palmeiras;;São Paulo;4-1-4-1;Fernando Diniz;;0:0;;;Leco (2015-2020)
3;qua 29/01/20;21:30;;Ferroviária;;São Paulo;4-1-4-1;Fernando Diniz;;1:2;;;Leco (2015-2020)
4;seg 03/02/20;20:01;;São Paulo;;Novorizontino;4-3-3 ofensivo;Fernando Diniz;14.060;1:1;;;Leco (2015-2020)
5;dom 09/02/20;18:00;;Santo André;;São Paulo;4-2-3-1;Fernando Diniz;7.433;2:1;;;Leco (2015-2020)
6;sáb 15/02/20;19:00;;São Paulo;;Corinthians;4-1-4-1;Fernando Diniz;;0:0;;;Leco (2015-2020)
7;sáb 22/02/20;16:30;;Oeste;;São Paulo;4-2-3-1;Fernando Diniz;;0:4;;;Leco (2015-2020)
8;dom 01/03/20;16:00;;São Paulo;;Ponte Preta;4-2-3-1;Fernando Diniz;;2:1;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
Grupo D;qui 05/03/20;21:00;;Dep. Binacional;;São Paulo;4-2-3-1;Fernando Diniz;;2:1;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
9;dom 08/03/20;16:00;;Botafogo-SP;;São Paulo;4-1-4-1;Fernando Diniz;;1:0;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
Grupo D;qua 11/03/20;21:30;;São Paulo;;LDU Quito;4-2-3-1;Fernando Diniz;;3:0;;;Leco (2015-2020)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Leco (2015-2020)
10;sáb 14/03/20;19:00;;São Paulo;;Santos;4-3-3 ofensivo;Fernando Diniz;;2:1;;;Leco (2015-2020)
11;qui 23/07/20;20:00;;São Paulo;;Bragantino;4-2-3-1;Fernando Diniz;x;2:3;;;Leco (2015-2020)
12;dom 26/07/20;16:00;;Guarani;;São Paulo;4-3-3 ofensivo;Fernando Diniz;x;1:3;;;Leco (2015-2020)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Leco (2015-2020)
quartas de final;qua 29/07/20;19:00;;São Paulo;;Mirassol;4-3-3 defensivo;Fernando Diniz;x;2:3;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
2;qui 13/08/20;19:15;;São Paulo (1.);;Fortaleza (19.);4-2-3-1;Fernando Diniz;x;1:0;;;Leco (2015-2020)
3;dom 16/08/20;16:00;;Vasco da Gama (7.);;São Paulo (1.);4-2-3-1;Fernando Diniz;x;2:1;;;Leco (2015-2020)
4;qui 20/08/20;20:00;;São Paulo (4.);;Bahia (2.);4-2-3-1;Fernando Diniz;x;1:1;;;Leco (2015-2020)
5;dom 23/08/20;19:00;;Sport (16.);;São Paulo (5.);4-3-3 ofensivo;Fernando Diniz;x;0:1;;;Leco (2015-2020)
11;qua 26/08/20;19:00;;São Paulo (4.);;Athletico-PR (9.);4-3-3 ofensivo;Fernando Diniz;x;1:0;;;Leco (2015-2020)
6;dom 30/08/20;11:00;;São Paulo (3.);;Corinthians (11.);4-3-3 ofensivo;Fernando Diniz;x;2:1;;;Leco (2015-2020)
7;qui 03/09/20;20:00;;Atlético-MG (9.);;São Paulo (2.);4-3-3 defensivo;Fernando Diniz;x;3:0;;;Leco (2015-2020)
8;dom 06/09/20;16:00;;São Paulo (2.);;Fluminense (5.);4-2-3-1;Fernando Diniz;x;3:1;;;Leco (2015-2020)
9;qua 09/09/20;19:15;;São Paulo (2.);;Bragantino (19.);4-1-4-1;Fernando Diniz;x;1:1;;;Leco (2015-2020)
10;sáb 12/09/20;19:00;;Santos (7.);;São Paulo (2.);4-3-3 ofensivo;Fernando Diniz;x;2:2;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
Grupo D;qui 17/09/20;19:00;;São Paulo;;River Plate;4-3-3 ofensivo;Fernando Diniz;x;2:2;;;Leco (2015-2020)
Grupo D;ter 22/09/20;21:30;;LDU Quito;;São Paulo;4-1-4-1;Fernando Diniz;x;4:2;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
12;sáb 26/09/20;19:00;;Internacional (3.);;São Paulo (2.);4-2-3-1;Fernando Diniz;x;1:1;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
Grupo D;qua 30/09/20;21:30;;River Plate;;São Paulo;4-2-3-1;Fernando Diniz;x;2:1;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
13;dom 04/10/20;16:00;;Coritiba (17.);;São Paulo (2.);4-2-3-1;Fernando Diniz;x;1:1;;;Leco (2015-2020)
14;qua 07/10/20;20:30;;São Paulo (3.);;Atlético-GO (13.);4-2-3-1;Fernando Diniz;x;3:0;;;Leco (2015-2020)
15;sáb 10/10/20;19:00;;Palmeiras (5.);;São Paulo (3.);4-2-3-1;Fernando Diniz;x;0:2;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
Oitavas de final - Jogos de ida;qua 14/10/20;19:15;;Fortaleza;;São Paulo;4-1-4-1;Fernando Diniz;x;3:3;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
17;sáb 17/10/20;21:00;;São Paulo (4.);;Grêmio (7.);4-2-3-1;Fernando Diniz;x;0:0;;;Leco (2015-2020)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Leco (2015-2020)
Grupo D;ter 20/10/20;21:30;;São Paulo;;Dep. Binacional;4-4-2;Fernando Diniz;x;5:1;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
Oitavas de final - Jogos de volta;dom 25/10/20;20:30;;São Paulo;;Fortaleza;4-2-3-1;Fernando Diniz;x;10:9 pen.;;;Leco (2015-2020)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Leco (2015-2020)
2ª eliminatória - jogos de ida;qua 28/10/20;19:15;;Lanús;;São Paulo;4-4-2 duplo 6;Fernando Diniz;x;3:2;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
19;dom 01/11/20;16:00;;Flamengo (2.);;São Paulo (3.);4-2-3-1;Fernando Diniz;x;1:4;;;Leco (2015-2020)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Leco (2015-2020)
2ª eliminatória - jogos de volta;qua 04/11/20;19:15;;São Paulo;;Lanús;4-4-2 duplo 6;Fernando Diniz;x;4:3;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
20;sáb 07/11/20;17:00;;São Paulo (1.);;Goiás (20.);4-4-2 losango;Fernando Diniz;x;2:1;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
Quartas de final - Jogos de ida;qua 11/11/20;21:30;;Flamengo;;São Paulo;4-4-2 duplo 6;Fernando Diniz;x;1:2;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
21;sáb 14/11/20;19:00;;Fortaleza (11.);;São Paulo (1.);4-3-3 ofensivo;Fernando Diniz;x;2:3;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
quartas de final - Jogos de volta;qua 18/11/20;21:30;;São Paulo;;Flamengo;4-4-2 duplo 6;Fernando Diniz;x;3:0;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
22;dom 22/11/20;15:00;;São Paulo (1.);;Vasco da Gama (15.);4-4-2;Fernando Diniz;x;1:1;;;Leco (2015-2020)
16;qua 25/11/20;19:15;;Ceará (13.);;São Paulo (3.);4-2-3-1;Fernando Diniz;x;1:1;;;Leco (2015-2020)
23;sáb 28/11/20;18:00;;Bahia (10.);;São Paulo (1.);4-4-2;Fernando Diniz;x;1:3;;;Leco (2015-2020)
1;qui 03/12/20;19:00;;Goiás (18.);;São Paulo (4.);4-4-2;Fernando Diniz;x;0:3;;;Leco (2015-2020)
24;dom 06/12/20;16:00;;São Paulo (1.);;Sport (16.);4-4-2;Fernando Diniz;x;1:0;;;Leco (2015-2020)
18;qua 09/12/20;21:30;;São Paulo (4.);;Botafogo (16.);4-4-2;Fernando Diniz;x;4:0;;;Leco (2015-2020)
25;dom 13/12/20;17:15;;Corinthians (11.);;São Paulo (1.);4-4-2;Fernando Diniz;x;1:0;;;Leco (2015-2020)
26;qua 16/12/20;21:30;;São Paulo (1.);;Atlético-MG (3.);4-2-3-1;Fernando Diniz;x;3:0;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
Semifinais - Jogos de ida;qua 23/12/20;21:30;;Grêmio;;São Paulo;4-2-3-1;Fernando Diniz;x;1:0;;;Leco (2015-2020)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Leco (2015-2020)
27;sáb 26/12/20;21:00;;Fluminense (7.);;São Paulo (1.);4-4-2 duplo 6;Fernando Diniz;x;1:2;;;Leco (2015-2020)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Leco (2015-2020)
semifinais - Jogos de volta;qua 30/12/20;21:30;;São Paulo;;Grêmio;4-2-3-1;Fernando Diniz;x;0:0;;;Leco (2015-2020)
