Competicao;Mandante;Visitante;Resultado;Gestao;Gols_Pro;Gols_Contra;Status_Jogo
Campeonato Paulista;São Paulo;São Bento;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Paulista;São Paulo;Corinthians;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Copa Libertadores;Audax Italiano;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Paulista;América-SP;São Paulo;2:4;Juvenal Juvêncio (2006-2014);4;2;Vitória
Campeonato Paulista;São Paulo;Bragantino;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Copa Libertadores;São Paulo;Alianza Lima;4:0;Juvenal Juvêncio (2006-2014);4;0;Vitória
Campeonato Paulista;Juventus-SP;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Paulista;São Paulo;Guaratinguetá;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Paulista;Santos;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Paulista;São Paulo;Ponte Preta;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Copa Libertadores;Necaxa;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Paulista;São Caetano;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Paulista;São Paulo;Rio Branco-SP;4:0;Juvenal Juvêncio (2006-2014);4;0;Vitória
Campeonato Paulista;São Paulo;Palmeiras;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Copa Libertadores;São Paulo;Necaxa;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Paulista;Barueri;São Paulo;0:5;Juvenal Juvêncio (2006-2014);5;0;Vitória
Campeonato Paulista;São Paulo;Marília;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Paulista - Série A1 - Fase final;São Caetano;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Copa Libertadores;Alianza Lima;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Paulista - Série A1 - Fase final;São Paulo;São Caetano;1:4;Juvenal Juvêncio (2006-2014);1;4;Derrota
Copa Libertadores;São Paulo;Audax Italiano;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Copa Libertadores;São Paulo;Grêmio;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Goiás;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Copa Libertadores;Grêmio;São Paulo;2:0;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Brasileiro Série A;Náutico;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Palmeiras;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;Paraná;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Atlético-MG;0:1;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Vasco da Gama;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Santos;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Figueirense;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Internacional;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Flamengo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;Corinthians;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Fluminense;0:1;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;Cruzeiro;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Sport;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Brasileiro Série A;América-RN;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Juventude;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Brasileiro Série A;Grêmio;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Botafogo;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Atlético-PR;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Copa Sul-Americana;Figueirense;São Paulo;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Brasileiro Série A;Goiás;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Copa Sul-Americana;São Paulo;Figueirense;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Náutico;5:0;Juvenal Juvêncio (2006-2014);5;0;Vitória
Campeonato Brasileiro Série A;Palmeiras;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Paraná;6:0;Juvenal Juvêncio (2006-2014);6;0;Vitória
Campeonato Brasileiro Série A;Atlético-MG;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;Vasco da Gama;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Santos;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Copa Sul-Americana;Boca Juniors;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Figueirense;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Copa Sul-Americana;São Paulo;Boca Juniors;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;Internacional;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;Flamengo;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Corinthians;0:1;Juvenal Juvêncio (2006-2014);0;1;Derrota
Copa Sul-Americana;São Paulo;Millonarios;0:1;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;Fluminense;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Cruzeiro;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Copa Sul-Americana;Millonarios;São Paulo;2:0;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Brasileiro Série A;Sport;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;América-RN;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Brasileiro Série A;Juventude;São Paulo;2:0;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Grêmio;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Botafogo;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Brasileiro Série A;Atlético-PR;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Paulista;Guaratinguetá;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Paulista;São Paulo;Rio Preto;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Paulista;Ituano;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Paulista;São Paulo;Corinthians;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Paulista;São Paulo;Rio Claro;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Paulista;Ponte Preta;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Paulista;São Paulo;São Caetano;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Paulista;São Paulo;Santos;3:2;Juvenal Juvêncio (2006-2014);3;2;Vitória
Campeonato Paulista;Marília;São Paulo;3:2;Juvenal Juvêncio (2006-2014);2;3;Derrota
Campeonato Paulista;São Paulo;Paulista;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Paulista;São Paulo;Noroeste;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Copa Libertadores;Atl. Nacional;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Paulista;Mirassol;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Copa Libertadores;São Paulo;Audax Italiano;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Paulista;Portuguesa;São Paulo;2:0;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Paulista;São Paulo;Barueri;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Paulista;Palmeiras;São Paulo;4:1;Juvenal Juvêncio (2006-2014);1;4;Derrota
Copa Libertadores;Luqueño;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Paulista;Guarani;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Paulista;São Paulo;Sertãozinho;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Paulista;Bragantino;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Copa Libertadores;São Paulo;Luqueño;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Paulista;São Paulo;Juventus-SP;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Copa Libertadores;Audax Italiano;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Paulista - Série A1 - Fase final;São Paulo;Palmeiras;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Paulista - Série A1 - Fase final;Palmeiras;São Paulo;2:0;Juvenal Juvêncio (2006-2014);0;2;Derrota
Copa Libertadores;São Paulo;Atl. Nacional;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Copa Libertadores;Nacional;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Copa Libertadores;São Paulo;Nacional;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Grêmio;0:1;Juvenal Juvêncio (2006-2014);0;1;Derrota
Copa Libertadores;São Paulo;Fluminense;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;Atlético-PR;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Copa Libertadores;Fluminense;São Paulo;3:1;Juvenal Juvêncio (2006-2014);1;3;Derrota
Campeonato Brasileiro Série A;São Paulo;Coritiba;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;Santos;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Atlético-MG;5:1;Juvenal Juvêncio (2006-2014);5;1;Vitória
Campeonato Brasileiro Série A;Flamengo;São Paulo;2:4;Juvenal Juvêncio (2006-2014);4;2;Vitória
Campeonato Brasileiro Série A;São Paulo;Sport;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;Cruzeiro;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Ipatinga;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;Náutico;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Palmeiras;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;Vitória;São Paulo;1:3;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Botafogo;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;Internacional;São Paulo;2:0;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Portuguesa;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Brasileiro Série A;Figueirense;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Vasco da Gama;4:0;Juvenal Juvêncio (2006-2014);4;0;Vitória
Campeonato Brasileiro Série A;Fluminense;São Paulo;3:1;Juvenal Juvêncio (2006-2014);1;3;Derrota
Campeonato Brasileiro Série A;São Paulo;Goiás;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Copa Sul-Americana;Atlético-PR;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;Grêmio;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Atlético-PR;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Brasileiro Série A;Coritiba;São Paulo;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Brasileiro Série A;São Paulo;Santos;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;Atlético-MG;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Flamengo;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Sport;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Cruzeiro;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Ipatinga;São Paulo;1:3;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Náutico;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;Palmeiras;São Paulo;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Brasileiro Série A;São Paulo;Vitória;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;Botafogo;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Internacional;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Brasileiro Série A;Portuguesa;São Paulo;2:3;Juvenal Juvêncio (2006-2014);3;2;Vitória
Campeonato Brasileiro Série A;São Paulo;Figueirense;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Brasileiro Série A;Vasco da Gama;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Fluminense;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;Goiás;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Paulista;São Paulo;Ituano;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Paulista;Portuguesa;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Paulista;Guarani;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Paulista;São Paulo;Santo André;0:2;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Paulista;São Paulo;Bragantino;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Paulista;Botafogo-SP;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Paulista;São Paulo;Ponte Preta;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Paulista;São Paulo;Corinthians;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Copa Libertadores;São Paulo;Indep. Medellín;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Paulista;Barueri;São Paulo;1:3;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Paulista;São Paulo;Oeste;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Paulista;Santos;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Copa Libertadores;CD América;São Paulo;1:3;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Paulista;Mogi Mirim;São Paulo;2:0;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Paulista;São Paulo;Mirassol;5:0;Juvenal Juvêncio (2006-2014);5;0;Vitória
Campeonato Paulista;São Paulo;Marília;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Copa Libertadores;Defensor SC;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Paulista;Paulista;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Paulista;Noroeste;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Paulista;São Paulo;Palmeiras;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Paulista;São Paulo;Guaratinguetá;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Paulista;São Caetano;São Paulo;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Copa Libertadores;São Paulo;Defensor SC;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Paulista - Série A1 - Fase final;Corinthians;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Copa Libertadores;Indep. Medellín;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Paulista - Série A1 - Fase final;São Paulo;Corinthians;0:2;Juvenal Juvêncio (2006-2014);0;2;Derrota
Copa Libertadores;São Paulo;CD América;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;Fluminense;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Atlético-PR;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Brasileiro Série A;Palmeiras;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Copa Libertadores;Cruzeiro;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Cruzeiro;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Brasileiro Série A;Avaí;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;São Paulo;Santo André;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Copa Libertadores;São Paulo;Cruzeiro;0:2;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Brasileiro Série A;Corinthians;São Paulo;3:1;Juvenal Juvêncio (2006-2014);1;3;Derrota
Campeonato Brasileiro Série A;São Paulo;Náutico;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Coritiba;São Paulo;2:0;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Flamengo;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Brasileiro Série A;Atlético-MG;São Paulo;2:0;Juvenal Juvêncio (2006-2014);0;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Santos;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;Internacional;São Paulo;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Brasileiro Série A;Barueri;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Grêmio;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;Vitória;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Botafogo;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Goiás;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Brasileiro Série A;Sport;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Fluminense;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;Atlético-PR;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Palmeiras;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;Cruzeiro;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Avaí;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Santo André;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Corinthians;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;Náutico;São Paulo;1:2;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Coritiba;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Brasileiro Série A;Flamengo;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Atlético-MG;0:1;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;Santos;São Paulo;3:4;Juvenal Juvêncio (2006-2014);4;3;Vitória
Campeonato Brasileiro Série A;São Paulo;Internacional;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Barueri;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;Grêmio;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Vitória;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Botafogo;São Paulo;3:2;Juvenal Juvêncio (2006-2014);2;3;Derrota
Campeonato Brasileiro Série A;Goiás;São Paulo;4:2;Juvenal Juvêncio (2006-2014);2;4;Derrota
Campeonato Brasileiro Série A;São Paulo;Sport;4:0;Juvenal Juvêncio (2006-2014);4;0;Vitória
Campeonato Paulista;São Paulo;Portuguesa;1:3;Juvenal Juvêncio (2006-2014);1;3;Derrota
Campeonato Paulista;Mirassol;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Paulista;São Paulo;Rio Claro;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Paulista;São Paulo;Paulista;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Paulista;Sertãozinho;São Paulo;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
Campeonato Paulista;São Paulo;São Caetano;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Paulista;São Paulo;Santos;1:2;Juvenal Juvêncio (2006-2014);1;2;Derrota
Copa Libertadores;São Paulo;Monterrey;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Paulista;Ituano;São Paulo;0:1;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Paulista;São Paulo;Barueri;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Paulista;Palmeiras;São Paulo;2:0;Juvenal Juvêncio (2006-2014);0;2;Derrota
Copa Libertadores;Once Caldas;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Paulista;São Paulo;Monte Azul;5:1;Juvenal Juvêncio (2006-2014);5;1;Vitória
Campeonato Paulista;Oeste;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Paulista;Ponte Preta;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Copa Libertadores;Nacional;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Paulista;São Paulo;Rio Branco-SP;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Copa Libertadores;São Paulo;Nacional;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Paulista;São Paulo;Mogi Mirim;3:0;Juvenal Juvêncio (2006-2014);3;0;Vitória
Campeonato Paulista;Bragantino;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Paulista;Corinthians;São Paulo;4:3;Juvenal Juvêncio (2006-2014);3;4;Derrota
Copa Libertadores;Monterrey;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Paulista;São Paulo;Botafogo-SP;5:0;Juvenal Juvêncio (2006-2014);5;0;Vitória
Campeonato Paulista;Santo André;São Paulo;1:3;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Paulista - Série A1 - Fase final;São Paulo;Santos;2:3;Juvenal Juvêncio (2006-2014);2;3;Derrota
Campeonato Paulista - Série A1 - Fase final;Santos;São Paulo;3:0;Juvenal Juvêncio (2006-2014);0;3;Derrota
Copa Libertadores;São Paulo;Once Caldas;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Copa Libertadores;Universitario;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;Flamengo;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Copa Libertadores;Cruzeiro;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Botafogo;1:2;Juvenal Juvêncio (2006-2014);1;2;Derrota
Copa Libertadores;São Paulo;Cruzeiro;2:0;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;Internacional;São Paulo;0:2;Juvenal Juvêncio (2006-2014);2;0;Vitória
Campeonato Brasileiro Série A;São Paulo;Palmeiras;1:0;Juvenal Juvêncio (2006-2014);1;0;Vitória
Campeonato Brasileiro Série A;Guarani;São Paulo;0:0;Juvenal Juvêncio (2006-2014);0;0;Empate
Campeonato Brasileiro Série A;Goiás;São Paulo;2:1;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;São Paulo;Grêmio;3:1;Juvenal Juvêncio (2006-2014);3;1;Vitória
Campeonato Brasileiro Série A;São Paulo;Avaí;1:2;Juvenal Juvêncio (2006-2014);1;2;Derrota
Campeonato Brasileiro Série A;Vitória;São Paulo;3:2;Juvenal Juvêncio (2006-2014);2;3;Derrota
Campeonato Brasileiro Série A;São Paulo;Barueri;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;Santos;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Copa Libertadores;Internacional;São Paulo;1:0;Juvenal Juvêncio (2006-2014);0;1;Derrota
Campeonato Brasileiro Série A;São Paulo;Ceará;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Copa Libertadores;São Paulo;Internacional;2:1;Juvenal Juvêncio (2006-2014);2;1;Vitória
Campeonato Brasileiro Série A;Atlético-PR;São Paulo;1:1;Juvenal Juvêncio (2006-2014);1;1;Empate
Campeonato Brasileiro Série A;São Paulo;Cruzeiro;2:2;Juvenal Juvêncio (2006-2014);2;2;Empate
