Rodada;Data;Horário;Time da casa;Time da casa.1;Time visitante;Time visitante.1;Sistema de jogo;Treinadores;Público;Resultado;Unnamed: 11;Unnamed: 12;REF_GESTAO
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Julio Casares (2021-Presente)
Oitavas de final - Jogos de ida;qua 17/05/23;20:00;;Sport;;São Paulo;4-2-3-1;Dorival Júnior;22.889;0:2;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
7;sáb 20/05/23;18:30;;São Paulo (10.);;Vasco da Gama (16.);4-2-3-1;Dorival Júnior;57.399;4:2;;;Julio Casares (2021-Presente)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Julio Casares (2021-Presente)
Grupo D;ter 23/05/23;21:30;;Puerto Cabello;;São Paulo;4-2-3-1;Dorival Júnior;2.254;0:2;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
8;sáb 27/05/23;21:00;;São Paulo (8.);;Goiás (16.);4-2-3-1;Dorival Júnior;45.429;2:1;;;Julio Casares (2021-Presente)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Julio Casares (2021-Presente)
Oitavas de final - Jogos de volta;qui 01/06/23;19:30;;São Paulo;;Sport;4-2-3-1;Dorival Júnior;49.752;6:6 pen.;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
9;dom 04/06/23;16:00;;Grêmio (5.);;São Paulo (3.);3-4-2-1;Dorival Júnior;42.207;2:1;;;Julio Casares (2021-Presente)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Julio Casares (2021-Presente)
Grupo D;qui 08/06/23;19:00;;São Paulo;;Deportes Tolima;4-2-3-1;Dorival Júnior;44.102;5:0;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
10;dom 11/06/23;16:00;;São Paulo (8.);;Palmeiras (2.);4-2-3-1;Dorival Júnior;56.871;0:2;;;Julio Casares (2021-Presente)
11;qua 21/06/23;19:00;;São Paulo (8.);;Athletico-PR (7.);4-2-3-1;Dorival Júnior;22.882;2:1;;;Julio Casares (2021-Presente)
12;sáb 24/06/23;21:00;;Cruzeiro (12.);;São Paulo (6.);4-2-3-1;Dorival Júnior;17.478;1:0;;;Julio Casares (2021-Presente)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Julio Casares (2021-Presente)
Grupo D;ter 27/06/23;21:30;;São Paulo;;Tigre;4-3-3 ofensivo;Dorival Júnior;28.699;2:0;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
13;sáb 01/07/23;16:00;;São Paulo (11.);;Fluminense (5.);4-4-2 losango;Dorival Júnior;49.153;1:0;;;Julio Casares (2021-Presente)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Julio Casares (2021-Presente)
Quartas de final - Jogos de ida;qua 05/07/23;19:30;;São Paulo;;Palmeiras;4-2-3-1;Dorival Júnior;54.593;1:0;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
14;dom 09/07/23;16:00;;Bragantino (5.);;São Paulo (7.);4-3-3 ofensivo;Dorival Júnior;9.411;0:0;;;Julio Casares (2021-Presente)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Julio Casares (2021-Presente)
quartas de final - Jogos de volta;qui 13/07/23;20:00;;Palmeiras;;São Paulo;4-2-3-1;Dorival Júnior;41.451;1:2;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
15;dom 16/07/23;16:00;;São Paulo (8.);;Santos (13.);4-2-3-1;Dorival Júnior;58.127;4:1;;;Julio Casares (2021-Presente)
16;sáb 22/07/23;18:30;;Cuiabá (13.);;São Paulo (4.);4-2-3-1;Dorival Júnior;34.072;2:1;;;Julio Casares (2021-Presente)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Julio Casares (2021-Presente)
Semifinais - Jogos de ida;ter 25/07/23;21:30;;Corinthians;;São Paulo;4-2-3-1;Dorival Júnior;46.965;2:1;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
17;dom 30/07/23;11:00;;São Paulo (6.);;Bahia (17.);4-2-3-1;Dorival Júnior;56.078;0:0;;;Julio Casares (2021-Presente)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Julio Casares (2021-Presente)
Oitavas de final - Jogos de ida;qui 03/08/23;19:00;;San Lorenzo;;São Paulo;4-2-3-1;Dorival Júnior;;1:0;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
18;dom 06/08/23;16:00;;São Paulo (8.);;Atlético-MG (13.);4-2-3-1;Dorival Júnior;53.460;0:2;;;Julio Casares (2021-Presente)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Julio Casares (2021-Presente)
Oitavas de final - Jogos de volta;qui 10/08/23;19:00;;São Paulo;;San Lorenzo;4-2-3-1;Dorival Júnior;51.816;2:0;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
19;dom 13/08/23;18:30;;Flamengo (2.);;São Paulo (9.);4-2-3-1;Dorival Júnior;62.018;1:1;;;Julio Casares (2021-Presente)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Julio Casares (2021-Presente)
semifinais - Jogos de volta;qua 16/08/23;19:30;;São Paulo;;Corinthians;4-2-3-1;Dorival Júnior;62.093;2:0;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
20;sáb 19/08/23;16:00;;São Paulo (9.);;Botafogo (1.);4-4-2 duplo 6;Dorival Júnior;51.946;0:0;;;Julio Casares (2021-Presente)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Julio Casares (2021-Presente)
Quartas de final - Jogos de ida;qui 24/08/23;19:00;;LDU Quito;;São Paulo;4-2-3-1;Dorival Júnior;;2:1;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
21;dom 27/08/23;16:00;;América-MG (20.);;São Paulo (10.);4-2-3-1;Dorival Júnior;5.105;2:1;;;Julio Casares (2021-Presente)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Julio Casares (2021-Presente)
quartas de final - Jogos de volta;qui 31/08/23;19:00;;São Paulo;;LDU Quito;4-2-3-1;Dorival Júnior;52.659;4:5 pen.;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
23;qua 13/09/23;21:30;;Internacional (14.);;São Paulo (10.);4-4-1-1;Dorival Júnior;20.763;2:1;;;Julio Casares (2021-Presente)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Julio Casares (2021-Presente)
final - jogo de ida;dom 17/09/23;16:00;;Flamengo;;São Paulo;4-2-3-1;Dorival Júnior;67.350;0:1;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
24;qua 20/09/23;21:30;;São Paulo (10.);;Fortaleza (8.);4-2-3-1;Dorival Júnior;24.777;1:2;;;Julio Casares (2021-Presente)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Julio Casares (2021-Presente)
final - jogo de volta;dom 24/09/23;16:00;;São Paulo;;Flamengo;4-2-3-1;Dorival Júnior;63.077;1:1;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
22;qua 27/09/23;19:00;;São Paulo (11.);;Coritiba (19.);4-2-3-1;Dorival Júnior;31.720;2:1;;;Julio Casares (2021-Presente)
25;sáb 30/09/23;18:30;;São Paulo (10.);;Corinthians (11.);4-2-3-1;Dorival Júnior;56.735;2:1;;;Julio Casares (2021-Presente)
26;sáb 07/10/23;18:30;;Vasco da Gama (17.);;São Paulo (10.);4-2-3-1;Dorival Júnior;20.690;0:0;;;Julio Casares (2021-Presente)
27;qua 18/10/23;21:30;;Goiás (18.);;São Paulo (10.);4-2-3-1;Dorival Júnior;12.685;2:0;;;Julio Casares (2021-Presente)
28;sáb 21/10/23;18:30;;São Paulo (11.);;Grêmio (4.);4-2-3-1;Dorival Júnior;47.132;3:0;;;Julio Casares (2021-Presente)
29;qua 25/10/23;20:00;;Palmeiras (4.);;São Paulo (10.);4-2-3-1;Dorival Júnior;32.618;5:0;;;Julio Casares (2021-Presente)
30;dom 29/10/23;17:00;;Athletico-PR (5.);;São Paulo (10.);4-2-3-1;Dorival Júnior;27.604;1:1;;;Julio Casares (2021-Presente)
31;qui 02/11/23;20:00;;São Paulo (12.);;Cruzeiro (11.);4-2-3-1;Dorival Júnior;50.570;1:0;;;Julio Casares (2021-Presente)
33;qua 08/11/23;20:00;;São Paulo (10.);;Bragantino (3.);4-2-3-1;Dorival Júnior;11.948;1:0;;;Julio Casares (2021-Presente)
34;dom 12/11/23;18:30;;Santos (13.);;São Paulo (9.);4-2-3-1;Dorival Júnior;13.442;0:0;;;Julio Casares (2021-Presente)
32;qua 22/11/23;21:30;;Fluminense (8.);;São Paulo (10.);4-2-3-1;Dorival Júnior;44.694;1:0;;;Julio Casares (2021-Presente)
35;dom 26/11/23;18:30;;São Paulo (10.);;Cuiabá (9.);4-2-3-1;Dorival Júnior;34.252;0:0;;;Julio Casares (2021-Presente)
36;qua 29/11/23;20:00;;Bahia (17.);;São Paulo (10.);4-2-3-1;Dorival Júnior;46.288;0:1;;;Julio Casares (2021-Presente)
37;sáb 02/12/23;21:00;;Atlético-MG (3.);;São Paulo (9.);4-2-3-1;Dorival Júnior;53.856;2:1;;;Julio Casares (2021-Presente)
38;qua 06/12/23;21:30;;São Paulo (11.);;Flamengo (3.);4-2-3-1;Dorival Júnior;36.618;1:0;;;Julio Casares (2021-Presente)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Julio Casares (2021-Presente)
1;sáb 20/01/24;20:00;;São Paulo;;Santo André;4-2-3-1;Thiago Carpini;45.270;3:1;;;Julio Casares (2021-Presente)
2;ter 23/01/24;19:30;;Mirassol;;São Paulo;3-4-2-1;Thiago Carpini;11.612;1:1;;;Julio Casares (2021-Presente)
3;sáb 27/01/24;18:00;;São Paulo;;Portuguesa;4-4-2;Thiago Carpini;45.840;1:0;;;Julio Casares (2021-Presente)
4;ter 30/01/24;19:30;;Corinthians;;São Paulo;4-2-3-1;Thiago Carpini;43.481;1:2;;;Julio Casares (2021-Presente)
Supercopa Rei;Supercopa Rei;Supercopa Rei;Supercopa Rei;Supercopa Rei;Supercopa Rei;Supercopa Rei;Supercopa Rei;Supercopa Rei;Supercopa Rei;Supercopa Rei;Supercopa Rei;Supercopa Rei;Julio Casares (2021-Presente)
final;dom 04/02/24;14:00;;Palmeiras;;São Paulo;4-2-3-1;Thiago Carpini;42.741;2:4 pen.;;;Julio Casares (2021-Presente)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Julio Casares (2021-Presente)
6;qua 07/02/24;21:35;;São Paulo;;Água Santa;4-3-3 ofensivo;Thiago Carpini;36.456;3:0;;;Julio Casares (2021-Presente)
7;sáb 10/02/24;18:00;;Ponte Preta;;São Paulo;4-2-3-1;Thiago Carpini;11.451;2:0;;;Julio Casares (2021-Presente)
8;qua 14/02/24;19:30;;São Paulo;;Santos;4-4-2 losango;Thiago Carpini;45.722;0:1;;;Julio Casares (2021-Presente)
9;sáb 17/02/24;18:00;;São Paulo;;Bragantino;4-2-3-1;Thiago Carpini;44.756;2:2;;;Julio Casares (2021-Presente)
10;dom 25/02/24;18:00;;Guarani;;São Paulo;4-2-3-1;Thiago Carpini;9.370;1:1;;;Julio Casares (2021-Presente)
5;qua 28/02/24;21:35;;Inter Limeira;;São Paulo;4-2-3-1;Thiago Carpini;30.592;0:3;;;Julio Casares (2021-Presente)
11;dom 03/03/24;20:00;;São Paulo;;Palmeiras;3-4-3 plano;Thiago Carpini;55.030;1:1;;;Julio Casares (2021-Presente)
12;dom 10/03/24;16:00;;Ituano;;São Paulo;4-4-2;Thiago Carpini;10.864;2:3;;;Julio Casares (2021-Presente)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Julio Casares (2021-Presente)
quartas de final;dom 17/03/24;18:00;;São Paulo;;Novorizontino;4-4-2 duplo 6;Thiago Carpini;55.197;5:6 pen.;;;Julio Casares (2021-Presente)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Julio Casares (2021-Presente)
Grupo B;qui 04/04/24;21:00;;CA Talleres;;São Paulo;4-2-3-1;Thiago Carpini;54.000;2:1;;;Julio Casares (2021-Presente)
Grupo B;qua 10/04/24;21:30;;São Paulo;;Cobresal;3-4-2-1;Thiago Carpini;49.502;2:0;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
1;sáb 13/04/24;21:00;;São Paulo (6.);;Fortaleza (4.);3-4-1-2;Thiago Carpini;35.055;1:2;;;Julio Casares (2021-Presente)
2;qua 17/04/24;21:30;;Flamengo (3.);;São Paulo (18.);3-4-2-1;Thiago Carpini;48.103;2:1;;;Julio Casares (2021-Presente)
3;dom 21/04/24;18:30;;Atlético-GO (20.);;São Paulo (19.);3-4-2-1;Milton Cruz;9.017;0:3;;;Julio Casares (2021-Presente)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Julio Casares (2021-Presente)
Grupo B;qui 25/04/24;21:00;;Barcelona SC;;São Paulo;4-2-3-1;Luis Zubeldía;;0:2;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
4;seg 29/04/24;20:00;;São Paulo (14.);;Palmeiras (11.);3-4-2-1;Luis Zubeldía;55.694;0:0;;;Julio Casares (2021-Presente)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Julio Casares (2021-Presente)
3ª eliminatória - jogos de ida;qui 02/05/24;19:30;;Águia de Marabá;;São Paulo;4-2-3-1;Luis Zubeldía;23.389;1:3;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
5;dom 05/05/24;16:00;;Vitória (18.);;São Paulo (14.);3-4-1-2;Luis Zubeldía;25.739;1:3;;;Julio Casares (2021-Presente)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Julio Casares (2021-Presente)
Grupo B;qua 08/05/24;21:30;;Cobresal;;São Paulo;4-2-3-1;Luis Zubeldía;3.029;1:3;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
6;seg 13/05/24;20:00;;São Paulo (12.);;Fluminense (16.);4-2-3-1;Luis Zubeldía;39.515;2:1;;;Julio Casares (2021-Presente)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Julio Casares (2021-Presente)
Grupo B;qui 16/05/24;21:00;;São Paulo;;Barcelona SC;4-2-3-1;Luis Zubeldía;50.516;0:0;;;Julio Casares (2021-Presente)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Julio Casares (2021-Presente)
3ª eliminatória - jogos de volta;qui 23/05/24;21:30;;São Paulo;;Águia de Marabá;4-2-3-1;Luis Zubeldía;38.409;2:0;;;Julio Casares (2021-Presente)
Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Copa Libertadores;Julio Casares (2021-Presente)
Grupo B;qua 29/05/24;21:30;;São Paulo;;CA Talleres;4-2-3-1;Luis Zubeldía;56.162;2:0;;;Julio Casares (2021-Presente)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Julio Casares (2021-Presente)
