Rodada;Data;Horário;Time da casa;Time da casa.1;Time visitante;Time visitante.1;Sistema de jogo;Treinadores;Público;Resultado;Unnamed: 11;Unnamed: 12;REF_GESTAO
18;dom 21/08/11;11:00;;São Paulo (3.);;Palmeiras (6.);3-5-2;Adilson Batista;16.813;1:1;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
2ª eliminatória - jogos de volta;qua 24/08/11;21:50;;São Paulo;;Ceará;4-4-2;Adilson Batista;;3:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
19;dom 28/08/11;11:00;;Santos (14.);;São Paulo (3.);4-4-2;Adilson Batista;12.498;1:1;;;Juvenal Juvêncio (2006-2014)
20;qua 31/08/11;16:50;;São Paulo (3.);;Fluminense (11.);4-4-2;Adilson Batista;7.910;1:2;;;Juvenal Juvêncio (2006-2014)
21;sáb 03/09/11;13:00;;Figueirense (7.);;São Paulo (5.);4-5-1;Adilson Batista;12.263;1:2;;;Juvenal Juvêncio (2006-2014)
22;qua 07/09/11;11:00;;São Paulo (2.);;Atlético-MG (17.);4-5-1;Adilson Batista;60.514;2:1;;;Juvenal Juvêncio (2006-2014)
23;dom 11/09/11;13:00;;Grêmio (9.);;São Paulo (2.);4-5-1;Adilson Batista;25.741;1:0;;;Juvenal Juvêncio (2006-2014)
24;sáb 17/09/11;13:00;;São Paulo (3.);;Ceará (15.);4-5-1;Adilson Batista;22.581;4:0;;;Juvenal Juvêncio (2006-2014)
25;qua 21/09/11;16:50;;São Paulo (2.);;Corinthians (3.);4-5-1;Adilson Batista;44.950;0:0;;;Juvenal Juvêncio (2006-2014)
26;dom 25/09/11;11:00;;Botafogo (3.);;São Paulo (2.);4-5-1;Adilson Batista;26.026;2:2;;;Juvenal Juvêncio (2006-2014)
27;dom 02/10/11;11:00;;São Paulo (3.);;Flamengo (6.);4-4-2;Adilson Batista;63.871;1:2;;;Juvenal Juvêncio (2006-2014)
28;qua 05/10/11;16:50;;Cruzeiro (16.);;São Paulo (3.);4-4-2;Adilson Batista;9.944;3:3;;;Juvenal Juvêncio (2006-2014)
29;qua 12/10/11;11:00;;São Paulo (3.);;Internacional (7.);4-4-2;Adilson Batista;24.470;0:0;;;Juvenal Juvêncio (2006-2014)
30;dom 16/10/11;14:00;;Atlético-GO (13.);;São Paulo (4.);4-4-2;Adilson Batista;23.906;3:0;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
Oitavas de final - Jogos de ida;qua 19/10/11;21:50;;São Paulo;;Libertad;4-4-2;;7.910;1:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
31;dom 23/10/11;12:00;;São Paulo (6.);;Coritiba (12.);4-4-2;;15.148;0:0;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
Oitavas de final - Jogos de volta;qua 26/10/11;21:50;;Libertad;;São Paulo;?;Emerson Leão;;2:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
32;dom 30/10/11;13:00;;Vasco da Gama (1.);;São Paulo (6.);3-5-2;Emerson Leão;21.315;0:0;;;Juvenal Juvêncio (2006-2014)
33;sáb 05/11/11;16:00;;Bahia (15.);;São Paulo (7.);3-5-2;Emerson Leão;31.230;4:3;;;Juvenal Juvêncio (2006-2014)
34;sáb 12/11/11;16:00;;São Paulo (8.);;Avaí (19.);3-5-2;Emerson Leão;11.134;2:0;;;Juvenal Juvêncio (2006-2014)
35;qua 16/11/11;17:30;;Atlético-PR (18.);;São Paulo (7.);3-5-2;Emerson Leão;16.889;1:0;;;Juvenal Juvêncio (2006-2014)
36;sáb 19/11/11;16:00;;São Paulo (8.);;América-MG (19.);4-3-3 ofensivo;Emerson Leão;9.057;3:1;;;Juvenal Juvêncio (2006-2014)
37;dom 27/11/11;14:00;;Palmeiras (12.);;São Paulo (7.);4-3-3 defensivo;Emerson Leão;18.364;1:0;;;Juvenal Juvêncio (2006-2014)
38;dom 04/12/11;14:00;;São Paulo (8.);;Santos (10.);4-1-3-2;Emerson Leão;4.948;4:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
1;dom 22/01/12;19:00;;São Paulo;;Botafogo-SP;?;Emerson Leão;;4:0;;;Juvenal Juvêncio (2006-2014)
2;qua 25/01/12;21:30;;Oeste;;São Paulo;?;Emerson Leão;;2:3;;;Juvenal Juvêncio (2006-2014)
3;sáb 28/01/12;19:00;;São Paulo;;São Caetano;?;Emerson Leão;;2:1;;;Juvenal Juvêncio (2006-2014)
4;qui 02/02/12;21:30;;São Paulo;;Guarani;?;Emerson Leão;9.407;1:1;;;Juvenal Juvêncio (2006-2014)
5;dom 05/02/12;21:30;;Ponte Preta;;São Paulo;?;Emerson Leão;;1:3;;;Juvenal Juvêncio (2006-2014)
6;qui 09/02/12;23:50;;São Paulo;;Comercial-SP;?;Emerson Leão;;1:1;;;Juvenal Juvêncio (2006-2014)
7;dom 12/02/12;19:00;;Corinthians;;São Paulo;?;Emerson Leão;;1:0;;;Juvenal Juvêncio (2006-2014)
8;qui 16/02/12;21:30;;São Paulo;;Paulista;?;Emerson Leão;;3:1;;;Juvenal Juvêncio (2006-2014)
9;qui 23/02/12;00:00;;Bragantino;;São Paulo;?;Emerson Leão;;3:3;;;Juvenal Juvêncio (2006-2014)
10;dom 26/02/12;17:00;;Palmeiras;;São Paulo;?;Emerson Leão;;3:3;;;Juvenal Juvêncio (2006-2014)
11;qui 01/03/12;20:30;;São Paulo;;Guaratinguetá;?;Emerson Leão;;3:0;;;Juvenal Juvêncio (2006-2014)
12;dom 04/03/12;19:30;;XV Piracicaba;;São Paulo;?;Emerson Leão;;0:1;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
1ª eliminatória - jogos de ida;qua 07/03/12;desconhecido;;Independente-PA;;São Paulo;4-3-3 defensivo;Emerson Leão;22.184;0:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
13;dom 11/03/12;17:00;;São Paulo;;Portuguesa;?;Emerson Leão;;2:1;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
1ª eliminatória - jogos de volta;qua 14/03/12;desconhecido;;São Paulo;;Independente-PA;4-4-2 duplo 6;Emerson Leão;15.404;4:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
14;dom 18/03/12;17:00;;São Paulo;;Santos;?;Emerson Leão;;3:2;;;Juvenal Juvêncio (2006-2014)
15;dom 25/03/12;18:30;;Mirassol;;São Paulo;?;Emerson Leão;15.100;0:1;;;Juvenal Juvêncio (2006-2014)
16;qui 29/03/12;19:30;;São Paulo;;Catanduvense;?;Emerson Leão;;2:0;;;Juvenal Juvêncio (2006-2014)
17;dom 01/04/12;18:30;;Ituano;;São Paulo;?;Emerson Leão;;2:4;;;Juvenal Juvêncio (2006-2014)
18;sáb 07/04/12;18:30;;São Paulo;;Mogi Mirim;?;Emerson Leão;;2:0;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
2ª eliminatória;qua 11/04/12;desconhecido;;Bahia de Feira;;São Paulo;4-3-3 ofensivo;Emerson Leão;15.834;2:5;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Campeonato Paulista;Juvenal Juvêncio (2006-2014)
19;dom 15/04/12;16:00;;Linense;;São Paulo;?;Emerson Leão;;2:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Campeonato Paulista - Série A1 - Fase final;Juvenal Juvêncio (2006-2014)
quartas de final;sáb 21/04/12;18:30;;São Paulo;;Bragantino;?;Emerson Leão;25.555;4:1;;;Juvenal Juvêncio (2006-2014)
semifinais;dom 29/04/12;16:00;;São Paulo;;Santos;?;Emerson Leão;47.771;1:3;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
Oitavas de final - Jogos de ida;qua 02/05/12;desconhecido;;Ponte Preta;;São Paulo;4-3-3 ofensivo;Emerson Leão;1.206;1:0;;;Juvenal Juvêncio (2006-2014)
Oitavas de final - Jogos de volta;qui 10/05/12;desconhecido;;São Paulo;;Ponte Preta;4-3-3 ofensivo;Emerson Leão;26.438;3:1;;;Juvenal Juvêncio (2006-2014)
Quartas de final - Jogos de ida;qua 16/05/12;desconhecido;;São Paulo;;Goiás;4-4-2 duplo 6;Emerson Leão;21.567;2:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
1;dom 20/05/12;11:00;;Botafogo (7.);;São Paulo (4.);4-4-2 duplo 6;Emerson Leão;7.008;4:2;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
quartas de final - Jogos de volta;qua 23/05/12;desconhecido;;Goiás;;São Paulo;3-5-2;Emerson Leão;22.232;2:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
2;dom 27/05/12;11:00;;São Paulo (19.);;Bahia (12.);4-1-3-2;Emerson Leão;10.305;1:0;;;Juvenal Juvêncio (2006-2014)
3;qua 06/06/12;16:50;;Internacional (4.);;São Paulo (8.);4-3-3 defensivo;Emerson Leão;12.348;1:0;;;Juvenal Juvêncio (2006-2014)
4;dom 10/06/12;13:30;;São Paulo (11.);;Santos (13.);4-4-2 duplo 6;Emerson Leão;6.505;1:0;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
Semifinais - Jogos de ida;qui 14/06/12;desconhecido;;São Paulo;;Coritiba;4-4-2 duplo 6;Emerson Leão;40.448;1:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
5;dom 17/06/12;11:00;;São Paulo (7.);;Atlético-MG (2.);4-4-2 duplo 6;Emerson Leão;11.656;1:0;;;Juvenal Juvêncio (2006-2014)
Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Copa do Brasil;Juvenal Juvêncio (2006-2014)
semifinais - Jogos de volta;qua 20/06/12;desconhecido;;Coritiba;;São Paulo;4-4-2 duplo 6;Emerson Leão;25.485;2:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
6;sáb 23/06/12;13:30;;Portuguesa (16.);;São Paulo (6.);4-2-3-1;Emerson Leão;4.544;1:0;;;Juvenal Juvêncio (2006-2014)
7;sáb 30/06/12;11:20;;Cruzeiro (1.);;São Paulo (8.);3-5-2;Milton Cruz;17.695;2:3;;;Juvenal Juvêncio (2006-2014)
8;dom 08/07/12;11:00;;São Paulo (7.);;Coritiba (13.);4-4-2 duplo 6;Ney Franco;21.336;3:1;;;Juvenal Juvêncio (2006-2014)
9;dom 15/07/12;13:30;;Palmeiras (18.);;São Paulo (5.);4-3-1-2;Ney Franco;8.374;1:1;;;Juvenal Juvêncio (2006-2014)
10;qua 18/07/12;16:50;;São Paulo (5.);;Vasco da Gama (2.);4-4-2 duplo 6;Ney Franco;10.428;0:1;;;Juvenal Juvêncio (2006-2014)
11;dom 22/07/12;11:00;;Figueirense (17.);;São Paulo (7.);3-5-2;Ney Franco;9.445;0:2;;;Juvenal Juvêncio (2006-2014)
12;qua 25/07/12;16:50;;Atlético-GO (20.);;São Paulo (6.);3-5-2;Ney Franco;6.236;4:3;;;Juvenal Juvêncio (2006-2014)
13;dom 29/07/12;11:00;;São Paulo (7.);;Flamengo (10.);5-3-2;Ney Franco;35.049;4:1;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
2ª eliminatória - jogos de ida;qua 01/08/12;21:50;;Bahia;;São Paulo;3-5-2;Ney Franco;;0:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
14;dom 05/08/12;11:00;;São Paulo (7.);;Sport (13.);3-5-2;Ney Franco;23.492;1:0;;;Juvenal Juvêncio (2006-2014)
15;qui 09/08/12;16:00;;Fluminense (3.);;São Paulo (6.);3-4-2-1;Ney Franco;5.799;2:1;;;Juvenal Juvêncio (2006-2014)
16;dom 12/08/12;11:00;;São Paulo (6.);;Grêmio (4.);3-4-2-1;Ney Franco;15.386;1:2;;;Juvenal Juvêncio (2006-2014)
17;qua 15/08/12;16:50;;Náutico (13.);;São Paulo (7.);3-4-2-1;Ney Franco;14.022;3:0;;;Juvenal Juvêncio (2006-2014)
18;sáb 18/08/12;16:00;;São Paulo (8.);;Ponte Preta (13.);4-4-2 duplo 6;Ney Franco;9.900;3:0;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
2ª eliminatória - jogos de volta;ter 21/08/12;21:15;;São Paulo;;Bahia;4-4-2 duplo 6;Ney Franco;;2:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
19;dom 26/08/12;11:00;;Corinthians (10.);;São Paulo (6.);4-4-2 duplo 6;Ney Franco;34.843;1:2;;;Juvenal Juvêncio (2006-2014)
20;qui 30/08/12;16:00;;São Paulo (5.);;Botafogo (8.);4-4-2 duplo 6;Ney Franco;15.576;4:0;;;Juvenal Juvêncio (2006-2014)
21;dom 02/09/12;11:00;;Bahia (16.);;São Paulo (5.);4-2-3-1;Ney Franco;25.945;1:0;;;Juvenal Juvêncio (2006-2014)
22;qua 05/09/12;17:00;;São Paulo (5.);;Internacional (7.);4-4-2 duplo 6;Ney Franco;14.171;1:1;;;Juvenal Juvêncio (2006-2014)
23;dom 09/09/12;11:00;;Santos (14.);;São Paulo (5.);3-5-2;Ney Franco;6.379;0:0;;;Juvenal Juvêncio (2006-2014)
24;qua 12/09/12;17:00;;Atlético-MG (2.);;São Paulo (6.);4-4-2 duplo 6;Ney Franco;18.025;1:0;;;Juvenal Juvêncio (2006-2014)
25;sáb 15/09/12;13:30;;São Paulo (6.);;Portuguesa (13.);4-3-3 ofensivo;Ney Franco;18.957;3:1;;;Juvenal Juvêncio (2006-2014)
26;dom 23/09/12;11:00;;São Paulo (5.);;Cruzeiro (8.);4-3-3 defensivo;Ney Franco;40.457;1:0;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
Oitavas de final - Jogos de ida;qua 26/09/12;22:00;;LDU de Loja;;São Paulo;4-3-3 defensivo;Ney Franco;;1:1;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
27;dom 30/09/12;11:00;;Coritiba (16.);;São Paulo (5.);4-3-3 defensivo;Ney Franco;15.061;1:1;;;Juvenal Juvêncio (2006-2014)
28;sáb 06/10/12;16:00;;São Paulo (5.);;Palmeiras (18.);4-3-3 defensivo;Ney Franco;34.941;3:0;;;Juvenal Juvêncio (2006-2014)
29;qua 10/10/12;17:00;;Vasco da Gama (4.);;São Paulo (5.);4-3-3 defensivo;Ney Franco;11.182;0:2;;;Juvenal Juvêncio (2006-2014)
30;dom 14/10/12;11:00;;São Paulo (5.);;Figueirense (19.);4-3-3 defensivo;Ney Franco;27.641;2:0;;;Juvenal Juvêncio (2006-2014)
31;qui 18/10/12;16:00;;São Paulo (4.);;Atlético-GO (20.);4-3-3 defensivo;Ney Franco;27.098;2:0;;;Juvenal Juvêncio (2006-2014)
32;dom 21/10/12;12:00;;Flamengo (15.);;São Paulo (4.);4-3-3 defensivo;Ney Franco;21.631;1:0;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
Oitavas de final - Jogos de volta;qua 24/10/12;22:00;;São Paulo;;LDU de Loja;4-3-3 defensivo;Ney Franco;;0:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
33;sáb 27/10/12;14:30;;Sport (17.);;São Paulo (4.);4-2-3-1;Ney Franco;29.590;2:4;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
Quartas de final - Jogos de ida;qua 31/10/12;21:50;;U. de Chile;;São Paulo;4-2-3-1;Ney Franco;;0:2;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
34;dom 04/11/12;14:00;;São Paulo (4.);;Fluminense (1.);4-3-3 defensivo;Ney Franco;54.118;1:1;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
quartas de final - Jogos de volta;qua 07/11/12;21:50;;São Paulo;;U. de Chile;4-2-3-1;Ney Franco;;5:0;;;Juvenal Juvêncio (2006-2014)
Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Campeonato Brasileiro Série A;Juvenal Juvêncio (2006-2014)
35;dom 11/11/12;14:00;;Grêmio (3.);;São Paulo (4.);4-3-3 defensivo;Ney Franco;40.217;2:1;;;Juvenal Juvêncio (2006-2014)
36;dom 18/11/12;14:00;;São Paulo (4.);;Náutico (13.);4-3-3 defensivo;Ney Franco;62.207;2:1;;;Juvenal Juvêncio (2006-2014)
Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Copa Sul-Americana;Juvenal Juvêncio (2006-2014)
Semifinais - Jogos de ida;qui 22/11/12;20:15;;Univ. Católica;;São Paulo;4-3-3 defensivo;Ney Franco;;1:1;;;Juvenal Juvêncio (2006-2014)
